GPS,_GPS_latitude,_GPS_longitude,_GPS_altitude,_GPS_precision,_Town_VDC_Village,Please_take_a_photo_when_possi,Gender,Age,receive_relief,government,ngo,youth_groups,neighbours,relatives,others,1_day,2_4_days,5_7_days,8__days,food,formof_relief/sanitation,formof_relief/emergency_medi_1,formof_relief/cash,formof_relief/tents,formof_relief/building_mater,formof_relief/others,top_priority/employment,top_priority/foreign_employ,top_priority/education,top_priority/rebuilding,top_priority/farm_business,top_priority/not_sure,Any_comments,start,end,today,username,simserial,subscriberid,deviceid,phonenumber,meta/instanceID,_uuid,_submission_time,_tags,_notes
28.012993 85.196978 1281 15,28.012993,85.196978,1281,15,"laharepauwa04, rasuwa",n/a,male,66,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-27T13:18:37.000+06:45,2015-08-27T13:25:16.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:4110ad38-6fad-483b-bf82-f47297980395,4110ad38-6fad-483b-bf82-f47297980395,2015-08-27T08:27:14,,
28.007087 85.198035 2121.9 17.600000381469727,28.007087,85.198035,2121.9,17.60000038,"laharepauwa04, rasuwa",n/a,male,32,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-27T13:25:17.000+06:45,2015-08-27T13:30:58.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:140a066b-5796-4516-9f5d-7e959b106f4a,140a066b-5796-4516-9f5d-7e959b106f4a,2015-08-27T08:27:15,,
28.011608 85.197895 1264.7 9.600000381469727,28.011608,85.197895,1264.7,9.600000381,"laharepauwa04, rasuwa",n/a,female,66,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-27T13:46:05.000+06:45,2015-08-27T14:00:22.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:a80695f1-80f3-4d39-972f-ef936069cad0,a80695f1-80f3-4d39-972f-ef936069cad0,2015-08-27T08:27:19,,
28.011607 85.198493 1552.8 96,28.011607,85.198493,1552.8,96,"laharepauwa04, rasuwa",n/a,male,68,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-27T14:00:23.000+06:45,2015-08-27T14:01:37.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:99a57ac1-01a4-45b6-aa27-4da057aa32b5,99a57ac1-01a4-45b6-aa27-4da057aa32b5,2015-08-27T08:27:20,,
28.0116 85.197928 1304.5 6.900000095367432,28.0116,85.197928,1304.5,6.900000095,"laharepauwa04, rasuwa",n/a,male,70,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-27T14:01:38.000+06:45,2015-08-27T14:02:47.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:415e621b-8ef7-4467-8f0c-96f54c6bba96,415e621b-8ef7-4467-8f0c-96f54c6bba96,2015-08-27T08:27:21,,
28.011443 85.198078 1294 5.699999809265137,28.011443,85.198078,1294,5.699999809,"laharepauwa04, rasuwa",n/a,female,60,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-27T14:02:47.000+06:45,2015-08-27T14:03:31.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:5933253d-08d4-487c-a32e-7a926870b2d9,5933253d-08d4-487c-a32e-7a926870b2d9,2015-08-27T08:27:22,,
28.011468 85.198095 1310 5.599999904632568,28.011468,85.198095,1310,5.599999905,"laharepauwa04, rasuwa",n/a,male,45,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-27T14:03:32.000+06:45,2015-08-27T14:04:19.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:6cdd3052-b92e-4007-8602-b4c5c4fecaa1,6cdd3052-b92e-4007-8602-b4c5c4fecaa1,2015-08-27T08:27:23,,
28.012358 85.198508 256.5 12.399999618530273,28.012358,85.198508,256.5,12.39999962,"laharepauwa04, rasuwa",n/a,male,32,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-27T14:04:19.000+06:45,2015-08-27T14:05:18.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:030b4d4c-6c61-42a4-bca8-bdcec9bc0e63,030b4d4c-6c61-42a4-bca8-bdcec9bc0e63,2015-08-27T08:27:25,,
28.012273 85.198655 256.5 11.600000381469727,28.012273,85.198655,256.5,11.60000038,"laharepauwa04, rasuwa",n/a,female,34,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-27T14:05:18.000+06:45,2015-08-27T14:06:46.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:7f3be416-6e34-4903-80ab-f5fff2068ec7,7f3be416-6e34-4903-80ab-f5fff2068ec7,2015-08-27T08:27:26,,
28.010698 85.198287 1304.4 7.300000190734863,28.010698,85.198287,1304.4,7.300000191,"laharepauwa04, rasuwa",n/a,male,33,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-27T14:06:46.000+06:45,2015-08-27T14:08:15.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:e6039920-d77c-4fa9-9551-99503b2d5884,e6039920-d77c-4fa9-9551-99503b2d5884,2015-08-27T08:27:27,,
28.01058 85.19822 1310.2 8.899999618530273,28.01058,85.19822,1310.2,8.899999619,"laharepauwa04, rasuwa",n/a,female,72,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-27T14:08:16.000+06:45,2015-08-27T14:09:29.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:98b07f83-54d6-4734-9749-5013c40406d8,98b07f83-54d6-4734-9749-5013c40406d8,2015-08-27T08:27:28,,
28.007528 85.20026 1240.1 11.899999618530273,28.007528,85.20026,1240.1,11.89999962,"laharepauwa04, rasuwa",n/a,female,20,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,animal farming,2015-08-27T14:20:56.000+06:45,2015-08-27T14:28:35.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:3e99c8de-4daf-4370-b741-d0cd908c3a71,3e99c8de-4daf-4370-b741-d0cd908c3a71,2015-08-29T06:08:46,,
28.006333 85.199923 1210.1 23.399999618530273,28.006333,85.199923,1210.1,23.39999962,"laharepauwa04, rasuwa",n/a,female,35,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,animal farming,2015-08-27T15:09:50.000+06:45,2015-08-27T15:10:48.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:ab6219c2-e1db-426c-8e50-5c64bb2a7d93,ab6219c2-e1db-426c-8e50-5c64bb2a7d93,2015-08-29T06:09:10,,
28.010475 85.198372 1286.5 7.5,28.010475,85.198372,1286.5,7.5,"laharepauwa06, rasuw",n/a,female,30,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,animal farming,2015-08-27T14:12:35.000+06:45,2015-08-27T14:16:14.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:7dba4879-9bab-4ea8-bd8e-8aa73eb31013,7dba4879-9bab-4ea8-bd8e-8aa73eb31013,2015-08-29T06:08:38,,
n/a,n/a,n/a,n/a,n/a,"laharepauwa06, rasuwa",n/a,female,20,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,nothing,2015-08-27T08:20:27.000+06:45,2015-08-27T08:22:10.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:ee35ad0c-a53d-4ece-a4a7-d82185a8a014,ee35ad0c-a53d-4ece-a4a7-d82185a8a014,2015-08-27T03:11:13,,
28.01276 85.196845 1294 16,28.01276,85.196845,1294,16,"laharepauwa06, rasuwa",n/a,male,42,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,animal farming,2015-08-27T13:30:58.000+06:45,2015-08-27T13:38:39.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:8911e77a-5f80-4a26-8301-31987ff0a4eb,8911e77a-5f80-4a26-8301-31987ff0a4eb,2015-08-27T08:27:17,,
28.012762 85.19695 1305.5 12.5,28.012762,85.19695,1305.5,12.5,"laharepauwa06, rasuwa",n/a,female,35,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-27T13:38:40.000+06:45,2015-08-27T13:46:04.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:1d8cbb44-7b02-472e-bb07-5025346a17d6,1d8cbb44-7b02-472e-bb07-5025346a17d6,2015-08-27T08:27:18,,
28.010732 85.198567 1261.5 10.600000381469727,28.010732,85.198567,1261.5,10.60000038,"laharepauwa06, rasuwa",n/a,female,35,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,animal farming,2015-08-27T14:10:57.000+06:45,2015-08-27T14:12:35.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:4b0713f3-c0cd-48b2-9405-2fe3b5d756dd,4b0713f3-c0cd-48b2-9405-2fe3b5d756dd,2015-08-27T08:27:36,,
28.009758 85.199105 1265 12.100000381469727,28.009758,85.199105,1265,12.10000038,"laharepauwa06, rasuwa",n/a,male,43,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,animal farming,2015-08-27T14:16:15.000+06:45,2015-08-27T14:17:28.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:d6a15c88-b761-4c91-bb4c-26abf73e6343,d6a15c88-b761-4c91-bb4c-26abf73e6343,2015-08-29T06:08:40,,
28.009193 85.199352 1273.9 11.800000190734863,28.009193,85.199352,1273.9,11.80000019,"laharepauwa06, rasuwa",n/a,female,33,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,animal farming,2015-08-27T14:17:29.000+06:45,2015-08-27T14:19:31.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:12947b45-8f91-47f1-a84f-77f776118a40,12947b45-8f91-47f1-a84f-77f776118a40,2015-08-29T06:08:42,,
28.008828 85.1995 1241.4 8,28.008828,85.1995,1241.4,8,"laharepauwa06, rasuwa",n/a,male,75,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,animal farming,2015-08-27T14:19:31.000+06:45,2015-08-27T14:20:55.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:098f6e9e-b69e-4bd2-a93c-1deefcd60414,098f6e9e-b69e-4bd2-a93c-1deefcd60414,2015-08-29T06:08:45,,
28.007528 85.200262 1240 12.199999809265137,28.007528,85.200262,1240,12.19999981,"laharepauwa06, rasuwa",n/a,male,56,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,animal farming,2015-08-27T14:28:35.000+06:45,2015-08-27T14:40:48.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:1ac86e93-abde-46b5-b9bd-ead34c7ea910,1ac86e93-abde-46b5-b9bd-ead34c7ea910,2015-08-29T06:08:47,,
28.007528 85.200262 1240 12.199999809265137,28.007528,85.200262,1240,12.19999981,"laharepauwa06, rasuwa",n/a,male,62,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,animal farming,2015-08-27T14:40:48.000+06:45,2015-08-27T14:55:08.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:825b4cc4-9055-418e-9e28-3354dc958824,825b4cc4-9055-418e-9e28-3354dc958824,2015-08-29T06:08:49,,
28.006333 85.199922 1210.2 11.899999618530273,28.006333,85.199922,1210.2,11.89999962,"laharepauwa06, rasuwa",n/a,male,32,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,animal farming,2015-08-27T14:55:09.000+06:45,2015-08-27T15:00:46.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:e4c56a86-c87f-4952-9145-eac005adcdc6,e4c56a86-c87f-4952-9145-eac005adcdc6,2015-08-29T06:08:50,,
28.006322 85.199923 1210.2 50.599998474121094,28.006322,85.199923,1210.2,50.59999847,"laharepauwa06, rasuwa",n/a,female,35,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,animal farming,2015-08-27T15:00:47.000+06:45,2015-08-27T15:04:03.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:8638f69d-c7f6-4431-9330-fdf53d0db8fa,8638f69d-c7f6-4431-9330-fdf53d0db8fa,2015-08-29T06:08:51,,
28.006335 85.199927 1210 22.100000381469727,28.006335,85.199927,1210,22.10000038,"laharepauwa06, rasuwa",n/a,female,38,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,animal farming,2015-08-27T15:04:04.000+06:45,2015-08-27T15:09:05.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:f3c1ce5a-8557-4e56-8001-535075b67952,f3c1ce5a-8557-4e56-8001-535075b67952,2015-08-29T06:08:53,,
28.006335 85.199927 1209.9 24.200000762939453,28.006335,85.199927,1209.9,24.20000076,"laharepauwa06, rasuwa",n/a,male,40,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-27T15:09:05.000+06:45,2015-08-27T15:09:50.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:f03350c6-185c-4803-94fc-0c3a2b962eac,f03350c6-185c-4803-94fc-0c3a2b962eac,2015-08-29T06:08:59,,
28.004723 85.200177 1250.3 15.5,28.004723,85.200177,1250.3,15.5,"laharepauwa06, rasuwa",n/a,male,56,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-27T15:10:48.000+06:45,2015-08-27T15:12:12.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6tJTfVs1XoFoTQPV,no phonenumber property in enketo,uuid:0a65a1e4-be5e-4ff6-9f88-a48c352f7922,0a65a1e4-be5e-4ff6-9f88-a48c352f7922,2015-08-29T06:09:12,,
n/a,n/a,n/a,n/a,n/a,"laharepauwa07, rasuwa",n/a,male,42,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-27T08:53:53.000+06:45,2015-08-27T09:08:50.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:e1dfb8ff-7793-4056-af85-48de8ea9c05a,e1dfb8ff-7793-4056-af85-48de8ea9c05a,2015-08-27T03:54:58,,
n/a,n/a,n/a,n/a,n/a,"laharepauwa07, rasuwa",n/a,male,37,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-27T09:12:33.000+06:45,2015-08-27T09:18:06.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:9547a8dc-3f9f-4cc5-b940-ebd9da4e72d2,9547a8dc-3f9f-4cc5-b940-ebd9da4e72d2,2015-08-27T03:54:59,,
n/a,n/a,n/a,n/a,n/a,"laharepauwa07, rasuwa",n/a,male,46,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-27T09:18:06.000+06:45,2015-08-27T09:29:21.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:9505f157-4c37-4638-abed-5b2f32553e69,9505f157-4c37-4638-abed-5b2f32553e69,2015-08-27T03:55:00,,
n/a,n/a,n/a,n/a,n/a,"laharepauwa07, rasuwa",20150827_092650.jpg,male,40,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,expand his business,2015-08-27T09:29:21.000+06:45,2015-08-27T09:37:05.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:6be0a33d-5673-44c6-8fba-9744ef1a733d,6be0a33d-5673-44c6-8fba-9744ef1a733d,2015-08-27T03:55:16,,
n/a,n/a,n/a,n/a,n/a,"laharepauwa07, rasuwa",n/a,female,45,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-27T10:10:41.000+06:45,2015-08-27T10:16:16.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:d5ad45d7-b6a5-4fdd-b850-a9d71147037d,d5ad45d7-b6a5-4fdd-b850-a9d71147037d,2015-08-27T04:31:21,,
n/a,n/a,n/a,n/a,n/a,"laharepauwa07, rasuwa",n/a,male,35,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,nothing,2015-08-27T09:40:47.000+06:45,2015-08-27T09:42:39.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:4e85a7e8-b8b1-46ba-a329-b8a653084d42,4e85a7e8-b8b1-46ba-a329-b8a653084d42,2015-08-27T04:33:17,,
n/a,n/a,n/a,n/a,n/a,"laharepauwa07, rasuwa",n/a,male,48,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-27T09:42:39.000+06:45,2015-08-27T09:49:02.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:d2dbf658-4be5-471c-86ce-38ace6efef6c,d2dbf658-4be5-471c-86ce-38ace6efef6c,2015-08-27T04:33:18,,
n/a,n/a,n/a,n/a,n/a,"laharepauwa07, rasuwa",n/a,male,60,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-27T09:49:02.000+06:45,2015-08-27T09:50:37.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:ce33440e-79ae-46ac-9069-298eb1ee78fe,ce33440e-79ae-46ac-9069-298eb1ee78fe,2015-08-27T04:33:20,,
n/a,n/a,n/a,n/a,n/a,"laharepauwa07, rasuwa",n/a,male,48,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,nothing,2015-08-27T09:54:31.000+06:45,2015-08-27T09:58:18.000+06:45,8/27/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:xLN5EL8mXu32VPMp,no phonenumber property in enketo,uuid:0a720a2c-5a45-47f2-896e-292b56184cd2,0a720a2c-5a45-47f2-896e-292b56184cd2,2015-08-27T04:33:21,,
